ACTIVITYID,AGREEDBILLRATE,AGREEDPAYRATE,BILLFREQUENCY,BILLRATECURRENCY,CANDIDATEID,COMPANYID,CONTACTID,CORPTOCORP,CURRENCY,DATECREATED,DATEUPDATED,DATEUSERFIELDUPDATED,ENDDATE,FEE,FEE_PERCENT,FEE_TYPE,HIREFLAG,INTERVIEWDATE,INTERVIEWFLAG,INTERVIEW_TIMEZONEID,JOBID,LineofBusiness,Location,PAYFREQUENCY,POSITIONTYPE,PRIMARYSALESID,REJECTDATE,REJECTFLAG,REJECTREASON,ROLEID,STARTDATE,SUBMITTALDATE,SUBMITTALFLAG,StartExclude,TERMINATIONDATE,TERMINATIONREASON,TermExcludeDate,UPDATEDBY_USERID,USERID,VMSStatus,VendorClassification,api_fromDate,api_toDate
29279627,,,,,1140701185780,7221378,26475655,,,2020-11-11 11:55:54.0,2020-11-19 12:59:56.0,2020-11-11 11:55:55.0,,,,,0,,0,,14045313,,,,Contract,1095869,2020-11-19 12:59:57.0,1,Other,0,,2020-11-11 11:44:00.0,1,,,,,1095869,1169137,,,2020-11-18,2020-11-19
28815678,,,,,3999243736047,2198273,15552970,,,2020-09-18 20:21:44.0,2020-11-19 13:40:15.0,2020-09-18 20:21:45.0,,,,,0,,0,,13768835,,,,Contract,1095841,2020-11-19 13:40:17.0,1,Other,1,,2020-09-18 20:21:00.0,1,,,,,1455994,1455994,,,2020-11-18,2020-11-19
28612421,,,,,9775006962170,2198273,15552970,,,2020-08-25 13:30:01.0,2020-11-19 13:40:33.0,2020-08-25 13:30:02.0,,,,,0,,0,,13768835,,,,Contract,1095841,2020-11-19 13:40:35.0,1,Other,1,,2020-08-25 13:29:00.0,1,,,,,1455994,1455994,,,2020-11-18,2020-11-19
29308694,,,,,179915282986,2198273,15552970,,,2020-11-16 11:19:16.0,2020-11-19 14:33:19.0,2020-11-16 11:19:17.0,,,,,0,,0,,13755807,,,,Contract,1095841,2020-11-19 14:33:21.0,1,Client has prior knowledge,0,,2020-11-16 11:16:00.0,1,,,,,1455994,1455994,,,2020-11-18,2020-11-19
29281454,,,,,135517868340,2718906,31964251,,,2020-11-11 14:03:40.0,2020-11-19 15:04:54.0,2020-11-11 14:03:43.0,,,,,0,2020-11-23 18:00:00.0,1,America/Los_Angeles,14031231,,,,Contract,1095841,2020-11-19 15:04:56.0,1,Other,0,,2020-11-11 14:02:00.0,1,,,,,1456117,1456117,,,2020-11-18,2020-11-19
29093297,,,,,1290046170041,2718906,32028341,,,2020-10-22 14:17:35.0,2020-11-19 15:07:14.0,2020-10-22 14:17:37.0,,,,,0,,0,,13981381,,,,Contract,1095841,2020-11-19 15:07:16.0,1,Other,0,,2020-10-22 14:07:00.0,1,,,,,1456117,1456117,,,2020-11-18,2020-11-19
29334705,,,,,1142127982997,2190148,33199098,,,2020-11-18 15:21:11.0,2020-11-19 16:18:26.0,2020-11-18 15:21:13.0,,,,,0,,0,,14100599,,,,Direct Placement,1096061,2020-11-19 16:18:29.0,1,Bill Rate Exceeds Budget,0,,2020-11-18 15:20:00.0,1,,,,,1419821,1419821,,,2020-11-18,2020-11-19
28542344,,,,,11933064625525,4754855,21560816,,,2020-08-17 10:23:48.0,2020-11-19 16:20:41.0,2020-08-17 10:23:49.0,,,,,0,2020-09-16 13:30:00.0,1,America/New_York,13747222,,,,Direct Placement,1452961,2020-11-19 16:20:44.0,1,Other,0,,2020-08-17 10:23:00.0,1,,,,,1403411,1403411,,,2020-11-18,2020-11-19
28543559,,,,,10470058329640,4754855,21560816,,,2020-08-17 12:00:24.0,2020-11-19 16:21:16.0,2020-08-17 12:00:26.0,,,,,0,2020-09-17 11:30:00.0,1,America/New_York,13747222,,,,Direct Placement,1452961,2020-11-19 16:21:19.0,1,Other,0,,2020-08-17 11:59:00.0,1,,,,,1403411,1403411,,,2020-11-18,2020-11-19
28546046,,,,,4396455359983,4754855,21560816,,,2020-08-17 14:56:35.0,2020-11-19 16:21:47.0,2020-08-17 14:56:36.0,,,,,0,2020-09-17 11:00:00.0,1,America/New_York,13747222,,,,Direct Placement,1452961,2020-11-19 16:21:50.0,1,Other,0,,2020-08-17 14:56:00.0,1,,,,,1403411,1403411,,,2020-11-18,2020-11-19
28588582,,,,,756907347185,4754855,21560816,,,2020-08-21 10:55:40.0,2020-11-19 16:22:53.0,2020-08-21 10:55:42.0,,,,,0,,0,,13747222,,,,Direct Placement,1452961,2020-11-19 16:22:55.0,1,Candidate off the market,0,,2020-08-21 10:53:00.0,1,,,,,1403411,1403411,,,2020-11-18,2020-11-19
29314766,,,,,1593224,2189341,28275189,,,2020-11-16 17:59:37.0,2020-11-19 17:10:48.0,2020-11-16 17:59:39.0,,,,,0,,0,,14090985,,,,Contract,1095869,2020-11-19 17:10:50.0,1,Other,0,,2020-11-16 17:58:00.0,1,,,,,1460631,1460631,,,2020-11-18,2020-11-19
29313878,,,,,7043738756728,2369151,31423690,,,2020-11-16 17:20:29.0,2020-11-19 18:15:19.0,2020-11-16 17:20:31.0,,,,,0,2020-11-18 17:00:00.0,1,America/New_York,14022460,,,,Direct Placement,1104736,2020-11-19 18:15:20.0,1,Other,0,,2020-11-16 17:19:00.0,1,,,,,1403411,1403411,,,2020-11-18,2020-11-19
29206582,,,,,8812995248116,2718906,31964251,,,2020-11-05 11:13:39.0,2020-11-19 22:23:42.0,2020-11-05 11:13:41.0,,,,,0,2020-11-17 15:00:00.0,1,America/Los_Angeles,14031231,,,,Contract,1095841,2020-11-19 22:23:43.0,1,Other,0,,2020-11-05 11:11:00.0,1,,,,,1456117,1456117,,,2020-11-18,2020-11-19
11967929,85,60,Hourly,USD,613547755901,4805414,9299701,1,USD,2015-06-30 16:43:53.0,2020-11-18 18:16:38.0,2019-04-25 17:02:12.0,2020-12-31 19:00:00.0,,,,1,2015-07-01 15:00:00.0,1,America/New_York,6971450,IT,Nation,Hourly,Contract,1133886,,0,,0,2015-07-13 08:00:00.0,,0,,2020-11-15 00:00:00.0,Ineligible for Redeployment,,1395257,1354996,,Subcontractor,2020-11-18,2020-11-19
18235330,113.5,80,Hourly,USD,3370375481929,2719110,20631352,0,USD,2017-04-03 12:50:05.0,2020-11-19 16:41:57.0,2018-12-10 12:28:45.0,2017-09-29 19:00:00.0,,,,1,2017-04-03 19:30:00.0,1,America/Los_Angeles,9618182,IT,HB-CA,Hourly,Contract,1369678,,0,,0,2017-04-19 09:00:00.0,2017-04-03 12:49:00.0,1,,2017-09-29 00:00:00.0,Eligible for Redeployment,,1408252,1095848,,,2020-11-18,2020-11-19
4590664,85,63,Hourly,USD,3728771722583,2499053,5211333,0,USD,2011-09-29 15:24:03.0,2020-11-18 12:04:01.0,2018-12-10 12:28:43.0,2016-08-19 19:00:00.0,,,,1,,0,,3401890,IT,HOUST,Hourly,,1096061,,0,,0,2011-09-26 08:00:00.0,2011-09-26 00:00:00.0,1,,2016-08-19 00:00:00.0,Hired by Company,,1096546,1096063,,,2020-11-18,2020-11-19
5242307,0,0,,USD,2163822,2719046,6147009,0,USD,2012-06-13 10:09:10.0,2020-11-18 15:59:25.0,,2012-06-29 00:00:00.0,,,,1,,0,,3707991,,,Hourly,,1096039,,0,,0,2012-06-29 08:00:35.0,2012-06-29 11:01:35.0,1,,2012-06-29 00:00:00.0,Unspecified-System Cleanup,,1096039,1096039,,,2020-11-18,2020-11-19
18359279,60,45,Hourly,USD,8028992374872,4805414,20537364,0,USD,2017-04-21 09:36:24.0,2020-11-18 18:28:25.0,2019-11-21 16:58:35.0,2020-11-15 20:00:00.0,,,,1,2017-04-21 09:00:00.0,1,America/Chicago,9589808,IT,Nation,Hourly,Contract,1133886,,0,,0,2017-05-22 09:00:00.0,2017-04-21 09:00:00.0,1,,2020-11-15 00:00:00.0,Ineligible for Redeployment,,1406388,1150340,,Subcontractor,2020-11-18,2020-11-19
26266413,55,45000,Hourly,USD,9703352284323,2187354,24365317,0,USD,2019-11-19 12:42:28.0,2020-11-18 18:00:21.0,2019-11-27 14:42:34.0,2021-04-30 20:00:00.0,,,,1,,0,,12770160,T-PATH,HOUST,Yearly,Right to Hire,1446533,,0,,0,2019-11-20 09:00:00.0,2019-11-19 12:41:00.0,1,,,,,1459897,1445402,,,2020-11-18,2020-11-19
26245803,106.27,85,Hourly,USD,2955405661028,2189039,23636138,1,USD,2019-11-15 16:05:54.0,2020-11-18 17:05:24.0,2020-03-31 13:15:34.0,2021-03-15 20:00:00.0,,,,1,2019-11-25 17:00:00.0,1,America/Chicago,12882851,IT,HOUST,Hourly,Contract,1418854,,0,,1,2019-12-16 09:00:00.0,2019-11-15 16:04:00.0,1,,,,,1460761,1445402,,Independent Contractor,2020-11-18,2020-11-19
22025559,113,75,Hourly,USD,8084535369054,2198273,20854498,0,USD,2018-08-23 19:06:20.0,2020-11-19 11:52:56.0,2019-01-25 11:06:45.0,2020-12-24 20:00:00.0,,,,1,2018-08-23 18:00:00.0,1,America/Los_Angeles,10866749,IT,HB-CA,Hourly,Contract,1095841,,0,,1,2018-09-21 09:00:00.0,,0,,2020-12-31 00:00:00.0,Eligible for Redeployment,,1411444,1169137,,,2020-11-18,2020-11-19
24115157,30.75,22,Hourly,USD,4481428919095,2369151,26735604,0,USD,2019-03-28 10:49:58.0,2020-11-18 11:01:16.0,2020-11-18 11:01:16.0,2020-12-31 20:00:00.0,,,,1,2019-03-29 14:00:00.0,1,America/Chicago,11949051,IT,ATL,Hourly,Contract,1104736,,0,,1,2019-05-02 09:00:00.0,,0,,,,,1395257,1422044,,,2020-11-18,2020-11-19
7919335,83.3,48.07,Hourly,USD,2844925511294,2542651,5894699,0,USD,2014-07-16 13:37:23.0,2020-11-18 16:57:52.0,2016-12-15 14:28:16.0,,,,,1,2014-07-17 17:00:00.0,1,America/New_York,5795779,,,Hourly,Right to Hire,1182038,,0,,0,2014-08-25 08:00:00.0,2014-07-16 13:40:00.0,1,,2014-12-12 00:00:00.0,Hired by Company,,1095704,1169137,,,2020-11-18,2020-11-19
20326230,,,,,12232889796616,2196593,5366799,,,2018-02-13 15:14:10.0,2020-11-19 17:16:17.0,2019-01-24 00:05:56.0,,,,,0,,0,,10524204,,,,Right to Hire,1104736,,0,,996,,,0,,,,,1108886,1108886,,,2020-11-18,2020-11-19
25322326,87,58,Hourly,USD,10720649529386,2190650,25717557,1,USD,2019-08-08 12:50:18.0,2020-11-18 18:15:07.0,2020-01-10 15:00:08.0,2020-11-25 20:00:00.0,,,,1,2019-08-12 14:00:00.0,1,America/Los_Angeles,12472094,IT,HB-CA,Hourly,Contract,1394820,,0,,0,2019-09-03 09:00:00.0,2019-08-08 12:49:00.0,1,,2020-11-25 00:00:00.0,Eligible for Redeployment,,1406388,1169137,,Subcontractor,2020-11-18,2020-11-19
15275022,87,55,Hourly,USD,750762930123,2190128,16012202,0,USD,2016-05-23 18:09:09.0,2020-11-18 14:07:51.0,2018-12-10 12:28:44.0,2016-07-05 20:00:00.0,,,,1,2016-05-26 13:00:00.0,1,America/Chicago,8472626,IT,HOUST,Yearly,Contract,1362163,,0,,0,2016-05-31 09:00:00.0,2016-05-23 18:06:00.0,1,,2016-07-05 00:00:00.0,Ineligible for Redeployment,,1095960,1387712,,,2020-11-18,2020-11-19
20503830,,,,,12232889796616,5575645,15565496,,,2018-03-02 10:55:48.0,2020-11-19 17:16:17.0,2019-01-24 00:05:56.0,,,,,0,,0,,10575888,,,,Contract,1371912,,0,,0,,2018-03-02 13:55:00.0,1,,,,,1108886,1108886,,,2020-11-18,2020-11-19
25488213,62.88,45,Hourly,USD,160926964263,2369151,26740778,0,USD,2019-08-26 13:21:37.0,2020-11-18 18:24:48.0,2019-11-21 16:58:40.0,2020-11-21 20:00:00.0,,,,1,2019-08-29 09:00:00.0,1,America/New_York,12574766,IT,ATL,Hourly,Contract,1104736,,0,,1,2019-09-23 09:00:00.0,2019-08-26 13:19:00.0,1,,2020-11-18 00:00:00.0,Hired by Company,,1406388,1443242,,,2020-11-18,2020-11-19
25982768,,,,,12221876264543,7782163,26853028,,,2019-10-16 17:57:00.0,2020-11-18 11:56:32.0,2019-10-16 17:57:02.0,,,,,0,,0,,12689230,,,,Contract,1096061,,0,,1,,2019-10-16 17:56:00.0,1,,,,,1424112,1424112,,,2020-11-18,2020-11-19
21783485,42.75,27.5,Hourly,USD,1720342961296,4689097,21441273,0,USD,2018-08-02 12:15:56.0,2020-11-19 12:45:30.0,2018-12-10 12:28:46.0,2018-11-10 20:00:00.0,,,,1,2018-08-02 15:00:00.0,1,America/Los_Angeles,11000652,IT,SAC-CA,Hourly,Contract,1095869,,0,,0,2018-10-08 09:00:00.0,,0,,2018-11-10 00:00:00.0,Eligible for Redeployment,,1425983,1095845,,,2020-11-18,2020-11-19
24539136,35.07,26,Hourly,USD,2839444532414,2369151,26850895,0,USD,2019-05-14 17:38:03.0,2020-11-18 14:15:40.0,2019-11-21 16:58:39.0,2020-11-30 20:00:00.0,,,,1,2019-05-15 11:30:00.0,1,America/Chicago,12087242,IT,ATL,Hourly,Contract,1104736,,0,,1,2019-06-17 09:00:00.0,,0,,2020-11-21 00:00:00.0,Hired by Company,,1395257,1422044,,,2020-11-18,2020-11-19
26601619,120,90,Hourly,USD,313138077713,2488635,5806428,0,USD,2020-01-09 12:27:58.0,2020-11-18 15:23:11.0,2020-01-22 14:36:12.0,2021-09-30 20:00:00.0,,,,1,2020-01-14 16:00:00.0,1,America/Chicago,12853445,IT,HOUST,Yearly,Contract,1361364,,0,,0,2020-01-20 09:00:00.0,2020-01-09 12:27:00.0,1,,,,,1460761,1380008,,,2020-11-18,2020-11-19
26684878,70,47,Hourly,USD,11087326066858,2198273,25725531,0,USD,2020-01-17 14:26:39.0,2020-11-18 18:00:17.0,2020-01-29 11:52:09.0,2020-11-13 19:00:00.0,,,,1,2020-01-17 16:00:00.0,1,America/Los_Angeles,12955393,IT,HB-CA,Hourly,Contract,1095841,,0,,1,2020-01-30 09:00:00.0,,0,,2020-11-20 00:00:00.0,Eligible for Redeployment,,1406388,1455994,,,2020-11-18,2020-11-19
27300914,,,,,12221876264543,7782163,26853028,,,2020-03-25 13:48:03.0,2020-11-18 11:56:32.0,2020-03-25 13:48:04.0,,,,,0,,0,,13289978,,,,Contract,1096061,,0,,0,,2020-03-25 13:46:00.0,1,,,,,1424112,1424112,,,2020-11-18,2020-11-19
27609584,93,62,Hourly,USD,4916227763758,2193702,30800990,0,USD,2020-04-29 18:02:33.0,2020-11-18 14:12:35.0,2020-05-15 10:33:54.0,2020-11-27 20:00:00.0,,,,1,2020-05-04 14:00:00.0,1,America/Chicago,13409586,IT,HOUST,Hourly,Right to Hire,1096061,,0,,0,2020-05-13 09:00:00.0,,0,,2020-11-29 00:00:00.0,Hired by Company,,1408252,1419821,,,2020-11-18,2020-11-19
28146817,,,,,12221876264543,2484802,32230168,,,2020-06-26 13:25:12.0,2020-11-18 11:56:32.0,2020-06-26 13:25:13.0,,,,,0,,0,,13556140,,,,Contract,1361364,,0,,0,,2020-06-26 13:24:00.0,1,,,,,1445402,1445402,,,2020-11-18,2020-11-19
28239417,75,55,Hourly,USD,211544537157,2485118,28106368,0,USD,2020-07-08 12:52:20.0,2020-11-18 18:18:23.0,2020-08-12 10:24:30.0,2021-09-30 20:00:00.0,,,,1,2020-07-14 11:00:00.0,1,America/New_York,13413316,IT,Dallas,Hourly,Contract,1416294,,0,,0,2020-08-10 09:00:00.0,,0,,2020-11-13 00:00:00.0,Eligible for Redeployment,,1460761,1440691,,Independent Contractor,2020-11-18,2020-11-19
28488326,35,22,Hourly,USD,11881259038713,2195092,32851714,0,USD,2020-08-10 12:43:04.0,2020-11-19 11:42:56.0,2020-08-14 17:05:39.0,2020-12-11 20:00:00.0,,,,1,,0,,13728648,IT,HOUST,Hourly,Contract,1424113,,0,,0,2020-08-13 09:00:00.0,2020-08-10 12:42:00.0,1,,,,,1460761,1419821,,,2020-11-18,2020-11-19
28492787,35,23.5,Hourly,USD,11837239273160,2195092,32851714,0,USD,2020-08-10 17:33:39.0,2020-11-19 11:43:36.0,2020-09-16 18:15:52.0,2020-12-11 20:00:00.0,,,,1,,0,,13728648,IT,HOUST,Hourly,Contract,1424113,,0,,0,2020-08-13 09:00:00.0,2020-08-10 17:32:00.0,1,,,,,1460761,1443242,,,2020-11-18,2020-11-19
29320398,,,,,107028680351,2198273,20854498,,,2020-11-17 12:44:21.0,2020-11-18 13:26:22.0,2020-11-17 12:44:24.0,,,,,0,2020-11-20 16:00:00.0,1,America/Los_Angeles,14091054,,,,Contract,1095841,,0,,0,,2020-11-17 12:44:00.0,1,,,,,1169137,1169137,,,2020-11-18,2020-11-19
28623057,63,45.84,Hourly,USD,380766623626,2369151,32824143,0,USD,2020-08-26 12:16:33.0,2020-11-19 09:41:06.0,2020-11-16 09:35:10.0,2021-11-16 20:00:00.0,,,,1,2020-09-25 11:00:00.0,1,America/New_York,13781371,IT,ATL,Hourly,Contract,1104736,,0,,1,2020-11-19 09:00:00.0,2020-08-26 12:16:00.0,1,,,,,1096112,1108886,,,2020-11-18,2020-11-19
