ACTIVITYID,AGREEDBILLRATE,AGREEDPAYRATE,BILLFREQUENCY,BILLRATECURRENCY,CANDIDATEID,COMPANYID,CONTACTID,CORPTOCORP,CURRENCY,DATECREATED,DATEUPDATED,DATEUSERFIELDUPDATED,ENDDATE,FEE,FEE_PERCENT,FEE_TYPE,HIREFLAG,INTERVIEWDATE,INTERVIEWFLAG,INTERVIEW_TIMEZONEID,JOBID,LineofBusiness,Location,PAYFREQUENCY,POSITIONTYPE,PRIMARYSALESID,REJECTDATE,REJECTFLAG,REJECTREASON,ROLEID,STARTDATE,SUBMITTALDATE,SUBMITTALFLAG,StartExclude,TERMINATIONDATE,TERMINATIONREASON,TermExcludeDate,UPDATEDBY_USERID,USERID,VMSStatus,VendorClassification,api_fromDate,api_toDate
28678437,,,,,11966954131359,6215423,27821175,,,2020-09-02 10:52:58.0,2020-11-09 10:46:31.0,2020-09-02 10:53:00.0,,,,,0,2020-09-04 16:00:00.0,1,America/Chicago,13791866,,,,Direct Placement,1361364,2020-11-09 10:46:33.0,1,Resume rejected with no feedback,0,,2020-09-02 10:52:00.0,1,,,,,1251538,1251538,,,2020-11-09,2020-11-23
29194878,,,,,12015871466688,7342040,30842085,,,2020-11-04 10:50:50.0,2020-11-09 10:57:09.0,2020-11-04 10:50:52.0,,,,,0,,0,,13846339,,,,Direct Placement,1406154,2020-11-09 10:57:10.0,1,Other,0,,2020-11-04 10:50:00.0,1,,,,,1251538,1251538,,,2020-11-09,2020-11-23
29206885,,,,,11845041612380,7342040,30842085,,,2020-11-05 11:36:25.0,2020-11-09 10:57:21.0,2020-11-05 11:36:27.0,,,,,0,,0,,13846339,,,,Direct Placement,1406154,2020-11-09 10:57:22.0,1,Tenure,0,,2020-11-05 11:35:00.0,1,,,,,1406154,1440691,,,2020-11-09,2020-11-23
29210257,,,,,1023615282193,2718589,21299701,,,2020-11-05 15:23:02.0,2020-11-09 11:53:47.0,2020-11-05 15:23:04.0,,,,,0,,0,,14026584,,,,Direct Placement,1095841,2020-11-09 11:53:48.0,1,Skills Not Strong Enough,0,,2020-11-05 15:21:00.0,1,,,,,1470277,1470277,,,2020-11-09,2020-11-23
29126840,,,,,12156717942500,2198273,15552970,,,2020-10-27 13:26:20.0,2020-11-09 11:55:24.0,2020-10-27 13:26:22.0,,,,,0,,0,,13994350,,,,Contract,1095841,2020-11-09 11:55:25.0,1,Skills Not Strong Enough,0,,2020-10-27 13:24:00.0,1,,,,,1470277,1470277,,,2020-11-09,2020-11-23
29111416,,,,,3833426155113,2718906,31964251,,,2020-10-25 14:25:10.0,2020-11-09 12:06:28.0,2020-10-30 18:02:05.0,,,,,0,2020-11-03 14:00:00.0,1,America/Los_Angeles,13923959,,,,Contract,1095841,2020-11-09 12:06:29.0,1,Other,1,,2020-10-25 14:24:00.0,1,,,,,1095849,1095849,,,2020-11-09,2020-11-23
29126566,,,,,474792621754,2369151,15753508,,,2020-10-27 13:06:39.0,2020-11-09 12:11:12.0,2020-10-27 13:06:41.0,,,,,0,,0,,13995930,,,,Contract,1104736,2020-11-09 12:11:14.0,1,Skills Not Strong Enough,1,,2020-10-27 13:05:00.0,1,,,,,1395257,1403411,,,2020-11-09,2020-11-23
29187516,,,,,5683223329110,7221378,26475655,,,2020-11-03 15:34:50.0,2020-11-09 12:24:49.0,2020-11-05 12:07:20.0,,,,,0,2020-11-09 11:00:00.0,1,America/New_York,14014465,,,,Right to Hire,1095869,2020-11-09 12:24:50.0,1,Skills Not Strong Enough,0,,2020-11-03 15:34:00.0,1,,,,,1409440,1409440,,,2020-11-09,2020-11-23
29198711,,,,,7851788770590,2195536,8565405,,,2020-11-04 15:18:13.0,2020-11-09 12:30:50.0,2020-11-04 15:18:17.0,,,,,0,,0,,14005799,,,,Contract,1361364,2020-11-09 12:30:51.0,1,Candidate withdraw,0,,2020-11-04 15:17:00.0,1,,,,,1380008,1380008,,,2020-11-09,2020-11-23
29212166,,,,,11983936065582,2196789,26117720,,,2020-11-05 17:07:38.0,2020-11-09 14:21:28.0,2020-11-05 17:07:40.0,,,,,0,,0,,13962871,,,,Right to Hire,1416294,2020-11-09 14:21:30.0,1,Client has prior knowledge,0,,2020-11-05 17:06:00.0,1,,,,,1416294,1459591,,,2020-11-09,2020-11-23
29186732,,,,,9433961611781,7871993,33003570,,,2020-11-03 14:45:36.0,2020-11-09 14:52:41.0,2020-11-03 14:45:38.0,,,,,0,,0,,13858449,,,,Right to Hire,1441704,2020-11-09 14:52:44.0,1,Skills Not Strong Enough,0,,2020-11-03 14:45:00.0,1,,,,,1424008,1424008,,,2020-11-09,2020-11-23
29022900,,,,,10032308853650,2347051,14842069,,,2020-10-14 16:54:33.0,2020-11-09 15:03:20.0,2020-10-14 16:54:35.0,,,,,0,,0,,13951867,,,,Contract,1418854,2020-11-09 15:03:22.0,1,Skills Not Strong Enough,1,,2020-10-14 16:53:00.0,1,,,,,1150486,1457446,,,2020-11-09,2020-11-23
29095880,,,,,12003999714726,2347051,14842069,,,2020-10-22 16:48:56.0,2020-11-09 15:03:57.0,2020-10-22 16:48:57.0,,,,,0,,0,,13951867,,,,Contract,1418854,2020-11-09 15:03:59.0,1,Skills Not Strong Enough,1,,2020-10-22 16:46:00.0,1,,,,,1150486,1457446,,,2020-11-09,2020-11-23
29124590,,,,,10543011428163,2347051,14842069,,,2020-10-27 10:43:47.0,2020-11-09 15:04:23.0,2020-10-27 10:43:49.0,,,,,0,,0,,13951867,,,,Contract,1418854,2020-11-09 15:04:25.0,1,Skills Not Strong Enough,1,,2020-10-27 10:43:00.0,1,,,,,1150486,1457446,,,2020-11-09,2020-11-23
29150170,,,,,1731962442070,2369151,32922099,,,2020-10-29 11:59:15.0,2020-11-09 16:44:03.0,2020-10-29 11:59:17.0,,,,,0,,0,,13957123,,,,Contract,1104736,2020-11-09 16:44:05.0,1,Skills Not Strong Enough,1,,2020-10-29 11:58:00.0,1,,,,,1395257,1108886,,,2020-11-09,2020-11-23
29174456,,,,,7297397754569,6802475,21232418,,,2020-11-02 13:29:51.0,2020-11-09 16:56:42.0,2020-11-02 13:29:54.0,,,,,0,,0,,13845327,,,,Direct Placement,1406154,2020-11-09 16:56:44.0,1,Candidate withdraw,0,,2020-11-02 13:29:00.0,1,,,,,1424008,1424008,,,2020-11-09,2020-11-23
29190219,,,,,8105168039778,7871993,33003570,,,2020-11-03 17:52:30.0,2020-11-09 17:02:13.0,2020-11-03 17:52:31.0,,,,,0,,0,,13858449,,,,Right to Hire,1441704,2020-11-09 17:02:16.0,1,Skills Not Strong Enough,0,,2020-11-03 17:51:00.0,1,,,,,1424008,1424008,,,2020-11-09,2020-11-23
29173949,,,,,11996103297960,2188959,27120584,,,2020-11-02 12:57:37.0,2020-11-09 17:50:47.0,2020-11-02 12:57:40.0,,,,,0,,0,,14010608,,,,Right to Hire,1424113,2020-11-09 17:50:48.0,1,Skills not a match for applied position,0,,2020-11-02 12:57:00.0,1,,,,,1359813,1359813,,,2020-11-09,2020-11-23
29207679,,,,,11952303883183,2718906,31964251,,,2020-11-05 12:33:56.0,2020-11-09 18:14:16.0,2020-11-05 12:33:58.0,,,,,0,2020-11-06 18:30:00.0,1,America/Los_Angeles,13888552,,,,Contract,1411444,2020-11-09 18:14:16.0,1,Other,0,,2020-11-05 12:32:00.0,1,,,,,1095849,1095849,,,2020-11-09,2020-11-23
29026065,,,,,217361266595,2198273,25725531,,,2020-10-14 19:07:55.0,2020-11-09 18:19:23.0,2020-10-14 19:07:56.0,,,,,0,2020-10-28 15:30:00.0,1,America/Los_Angeles,13947046,,,,Contract,1095841,2020-11-09 18:19:24.0,1,Candidate off the market,1,,2020-10-14 19:06:00.0,1,,,,,1095849,1095849,,,2020-11-09,2020-11-23
29211210,,,,,2726482932654,2718906,31964251,,,2020-11-05 16:21:03.0,2020-11-09 19:03:38.0,2020-11-05 16:21:06.0,,,,,0,,0,,13923959,,,,Contract,1095841,2020-11-09 19:03:39.0,1,Position closed - No feedback on Candidate from Client,1,,2020-11-05 16:20:00.0,1,,,,,1443218,1443218,,,2020-11-09,2020-11-23
28965065,,,,,5272648014528,2718906,31964251,,,2020-10-07 17:52:37.0,2020-11-09 19:03:51.0,2020-10-07 17:52:40.0,,,,,0,,0,,13923959,,,,Contract,1095841,2020-11-09 19:03:52.0,1,Position closed - No feedback on Candidate from Client,1,,2020-10-07 17:52:00.0,1,,,,,1443218,1443218,,,2020-11-09,2020-11-23
29029355,,,,,4652134781531,7905309,32804502,,,2020-10-15 10:31:52.0,2020-11-10 10:56:06.0,2020-10-15 10:31:54.0,,,,,0,,0,,13947788,,,,Direct Placement,1464505,2020-11-10 10:56:08.0,1,Skills not a match for applied position,0,,2020-10-15 10:30:00.0,1,,,,,1445402,1445402,,,2020-11-09,2020-11-23
29165077,,,,,6834134356441,2197903,32839396,,,2020-10-30 15:43:41.0,2020-11-10 12:03:55.0,2020-10-30 15:43:43.0,,,,,0,,0,,14018019,,,,Contract,1394817,2020-11-10 12:03:57.0,1,Skills Not Strong Enough,0,,2020-10-30 15:43:00.0,1,,,,,1394817,1440064,,,2020-11-09,2020-11-23
29165063,,,,,1628729876561,2197903,32839396,,,2020-10-30 15:42:44.0,2020-11-10 12:04:16.0,2020-11-03 16:20:08.0,,,,,0,2020-11-04 13:00:00.0,1,America/New_York,14018019,,,,Contract,1394817,2020-11-10 12:04:17.0,1,Skills Not Strong Enough,0,,2020-10-30 15:41:00.0,1,,,,,1394817,1440064,,,2020-11-09,2020-11-23
29175865,,,,,3581402610272,5479554,26792215,,,2020-11-02 15:00:06.0,2020-11-10 12:04:51.0,2020-11-02 15:00:10.0,,,,,0,,0,,13895720,,,,Direct Placement,1394817,2020-11-10 12:04:53.0,1,Bill Rate Exceeds Budget,0,,2020-11-02 14:11:00.0,1,,,,,1394817,1440691,,,2020-11-09,2020-11-23
29129781,,,,,1176068830323,4848241,27197519,,,2020-10-27 16:25:28.0,2020-11-10 12:18:08.0,2020-10-27 16:25:29.0,,,,,0,,0,,13986883,,,,Contract,1394820,2020-11-10 12:18:09.0,1,Skills Not Strong Enough,1,,2020-10-27 16:23:00.0,1,,,,,1456117,1456117,,,2020-11-09,2020-11-23
29128728,,,,,2227476586887,4848241,27197519,,,2020-10-27 15:22:09.0,2020-11-10 12:18:23.0,2020-10-27 15:22:11.0,,,,,0,,0,,13986883,,,,Contract,1394820,2020-11-10 12:18:24.0,1,Skills Not Strong Enough,1,,2020-10-27 15:21:00.0,1,,,,,1456117,1456117,,,2020-11-09,2020-11-23
29127138,,,,,4550613718718,4848241,27197519,,,2020-10-27 13:44:56.0,2020-11-10 12:18:38.0,2020-10-27 13:44:59.0,,,,,0,,0,,13986883,,,,Contract,1394820,2020-11-10 12:18:40.0,1,Skills Not Strong Enough,1,,2020-10-27 13:44:00.0,1,,,,,1456117,1456117,,,2020-11-09,2020-11-23
29104298,,,,,5461353613758,4848241,27197519,,,2020-10-23 13:24:53.0,2020-11-10 12:18:55.0,2020-10-23 13:24:55.0,,,,,0,,0,,13986883,,,,Contract,1394820,2020-11-10 12:18:56.0,1,Skills Not Strong Enough,1,,2020-10-23 13:21:00.0,1,,,,,1456117,1456117,,,2020-11-09,2020-11-23
29225190,,,,,12067394894780,2196789,26117720,,,2020-11-06 18:29:44.0,2020-11-10 12:35:21.0,2020-11-06 18:29:46.0,,,,,0,,0,,13963184,,,,Right to Hire,1416294,2020-11-10 12:35:22.0,1,Client has prior knowledge,0,,2020-11-06 18:28:00.0,1,,,,,1416294,1470735,,,2020-11-09,2020-11-23
29222847,,,,,12096988514422,2196789,26117720,,,2020-11-06 16:50:27.0,2020-11-10 12:35:33.0,2020-11-06 16:50:29.0,,,,,0,,0,,13963184,,,,Right to Hire,1416294,2020-11-10 12:35:35.0,1,Client has prior knowledge,0,,2020-11-06 16:49:00.0,1,,,,,1416294,1459591,,,2020-11-09,2020-11-23
29198597,,,,,6518504451666,2187215,15485166,,,2020-11-04 15:11:20.0,2020-11-10 13:41:07.0,2020-11-04 15:11:22.0,,,,,0,,0,,14007509,,,,Right to Hire,1418854,2020-11-10 13:41:09.0,1,Skills Not Strong Enough,1,,2020-11-04 15:10:00.0,1,,,,,1424112,1424112,,,2020-11-09,2020-11-23
29218236,,,,,1673416751226,2369151,21602363,,,2020-11-06 11:25:47.0,2020-11-10 14:00:10.0,2020-11-06 11:25:49.0,,,,,0,,0,,14033207,,,,Contract,1104736,2020-11-10 14:00:12.0,1,Other,1,,2020-11-06 11:25:00.0,1,,,,,1395257,1422044,,,2020-11-09,2020-11-23
29205062,,,,,4050952622097,2369151,21602363,,,2020-11-05 08:44:13.0,2020-11-10 14:01:27.0,2020-11-05 08:44:14.0,,,,,0,,0,,14033207,,,,Contract,1104736,2020-11-10 14:01:29.0,1,Other,1,,2020-11-05 08:43:00.0,1,,,,,1395257,1422044,,,2020-11-09,2020-11-23
29095950,,,,,10735447286582,2198273,25725531,,,2020-10-22 16:52:44.0,2020-11-10 14:01:47.0,2020-10-22 16:52:46.0,,,,,0,,0,,13982067,,,,Contract,1095841,2020-11-10 14:01:49.0,1,Skills Not Strong Enough,1,,2020-10-22 16:52:00.0,1,,,,,1409440,1460631,,,2020-11-09,2020-11-23
29221196,,,,,4590057811646,2369151,21602363,,,2020-11-06 15:10:33.0,2020-11-10 14:02:13.0,2020-11-06 15:10:35.0,,,,,0,,0,,14033207,,,,Contract,1104736,2020-11-10 14:02:15.0,1,Other,1,,2020-11-06 15:10:00.0,1,,,,,1395257,1422044,,,2020-11-09,2020-11-23
29225233,,,,,1427649148243,2198273,25725531,,,2020-11-06 18:32:06.0,2020-11-10 14:02:22.0,2020-11-06 18:32:08.0,,,,,0,,0,,13982067,,,,Contract,1095841,2020-11-10 14:02:24.0,1,Skills Not Strong Enough,1,,2020-11-06 18:31:00.0,1,,,,,1409440,1460631,,,2020-11-09,2020-11-23
29236147,,,,,8615838458464,2198273,25725531,,,2020-11-09 18:20:59.0,2020-11-10 14:03:19.0,2020-11-09 18:21:01.0,,,,,0,,0,,13982067,,,,Contract,1095841,2020-11-10 14:03:21.0,1,Skills Not Strong Enough,1,,2020-11-09 18:20:00.0,1,,,,,1409440,1460631,,,2020-11-09,2020-11-23
29230305,,,,,9630953947511,2193702,28622801,,,2020-11-09 12:43:42.0,2020-11-10 14:17:47.0,2020-11-09 12:43:46.0,,,,,0,,0,,13989804,,,,Direct Placement,1096061,2020-11-10 14:17:49.0,1,Skills Not Strong Enough,0,,2020-11-09 12:42:00.0,1,,,,,1359813,1251538,,,2020-11-09,2020-11-23
29240702,,,,,1394340253760,2188959,27120584,,,2020-11-10 11:39:25.0,2020-11-10 14:25:39.0,2020-11-10 12:12:15.0,,,,,0,,0,,14010608,,,,Right to Hire,1424113,2020-11-10 14:25:41.0,1,Client has prior knowledge,0,,2020-11-10 11:38:00.0,1,,,,,1251538,1359813,,,2020-11-09,2020-11-23
29213081,,,,,2013840,7255187,30849424,,,2020-11-05 17:48:05.0,2020-11-10 14:43:46.0,2020-11-05 17:48:08.0,,,,,0,,0,,14036232,,,,Contract,1095841,2020-11-10 14:43:48.0,1,Skills Not Strong Enough,1,,2020-11-05 17:47:00.0,1,,,,,1470052,1470052,,,2020-11-09,2020-11-23
29188654,,,,,2443842329912,4842600,33023987,,,2020-11-03 16:35:47.0,2020-11-10 14:44:07.0,2020-11-03 16:35:49.0,,,,,0,,0,,14016039,,,,Direct Placement,1446533,2020-11-10 14:44:09.0,1,Candidate off the market,1,,2020-11-03 16:34:00.0,1,,,,,1150486,1440874,,,2020-11-09,2020-11-23
29213265,,,,,2544592196685,7255187,30849424,,,2020-11-05 17:53:59.0,2020-11-10 14:48:25.0,2020-11-05 17:54:00.0,,,,,0,,0,,14036232,,,,Contract,1095841,2020-11-10 14:48:27.0,1,Skills Not Strong Enough,1,,2020-11-05 17:52:00.0,1,,,,,1470052,1470052,,,2020-11-09,2020-11-23
29080110,,,,,11823268941559,7782708,18413222,,,2020-10-21 13:17:50.0,2020-11-10 15:20:51.0,2020-10-21 13:17:52.0,,,,,0,2020-11-06 14:00:00.0,1,America/New_York,13974988,,,,Contract,1104736,2020-11-10 15:20:52.0,1,Other,0,,2020-10-21 13:17:00.0,1,,,,,1395257,1403411,,,2020-11-09,2020-11-23
29139794,,,,,10678918799265,2196789,22019312,,,2020-10-28 14:17:58.0,2020-11-10 16:46:07.0,2020-10-28 14:18:00.0,,,,,0,2020-10-29 09:00:00.0,1,America/Chicago,13919263,,,,Contract,1416294,2020-11-10 16:46:07.0,1,Skills Not Strong Enough,0,,,0,,,,,1416294,1457446,,,2020-11-09,2020-11-23
28959167,,,,,10678918799265,2196789,22019312,,,2020-10-07 12:25:54.0,2020-11-10 16:46:28.0,2020-10-07 12:25:57.0,,,,,0,2020-10-28 11:00:00.0,1,America/Chicago,13919263,,,,Contract,1416294,2020-11-10 16:46:29.0,1,Other,0,,2020-10-07 12:24:00.0,1,,,,,1416294,1457446,,,2020-11-09,2020-11-23
29202096,,,,,11952303883183,2718906,32028341,,,2020-11-04 18:03:20.0,2020-11-10 17:01:12.0,2020-11-04 18:03:22.0,,,,,0,,0,,14033792,,,,Contract,1095841,2020-11-10 17:01:12.0,1,Candidate off the market,1,,2020-11-04 18:02:00.0,1,,,,,1095849,1095849,,,2020-11-09,2020-11-23
28935643,,,,,8711726868092,2718906,31964251,,,2020-10-05 12:27:37.0,2020-11-10 17:08:50.0,2020-10-05 12:27:38.0,,,,,0,,0,,13888576,,,,Contract,1411444,2020-11-10 17:08:51.0,1,Other,0,,2020-10-05 12:26:00.0,1,,,,,1456117,1456117,,,2020-11-09,2020-11-23
28940126,,,,,10329036158002,2198273,25725531,,,2020-10-05 17:23:03.0,2020-11-10 17:21:38.0,2020-10-05 17:23:04.0,,,,,0,,0,,13839554,,,,Contract,1095841,2020-11-10 17:21:38.0,1,Position closed - No feedback on Candidate from Client,1,,2020-10-05 17:22:00.0,1,,,,,1470052,1470052,,,2020-11-09,2020-11-23
28972249,,,,,12091561511583,2198273,25725531,,,2020-10-08 12:54:40.0,2020-11-10 17:22:53.0,2020-10-08 12:54:42.0,,,,,0,,0,,13839554,,,,Contract,1095841,2020-11-10 17:22:54.0,1,Position closed - No feedback on Candidate from Client,1,,2020-10-08 12:53:00.0,1,,,,,1470052,1470052,,,2020-11-09,2020-11-23
29052518,,,,,4243339765556,2369151,15753508,,,2020-10-19 09:26:19.0,2020-11-10 17:26:09.0,2020-11-10 17:18:42.0,,,,,0,2020-10-22 13:00:00.0,1,America/New_York,13962696,,,,Contract,1104736,2020-11-10 17:26:09.0,1,Position closed - No feedback on Candidate from Client,1,,2020-10-19 09:25:00.0,1,,,,,1108886,1108886,,,2020-11-09,2020-11-23
29202057,,,,,11952303883183,2718906,32028341,,,2020-11-04 18:02:35.0,2020-11-10 18:37:21.0,2020-11-04 18:02:36.0,,,,,0,,0,,14029473,,,,Contract,1095841,2020-11-10 18:37:22.0,1,Candidate off the market,1,,2020-11-04 18:02:00.0,1,,,,,1095849,1095849,,,2020-11-09,2020-11-23
29222887,,,,,12126915845148,2196789,26801995,,,2020-11-06 16:52:42.0,2020-11-11 10:18:55.0,2020-11-06 16:52:44.0,,,,,0,,0,,14032740,,,,Contract,1416294,2020-11-11 10:18:56.0,1,Bill Rate Exceeds Budget,0,,2020-11-06 16:52:00.0,1,,,,,1416294,1459591,,,2020-11-09,2020-11-23
29212122,,,,,11984641161762,2196789,26117720,,,2020-11-05 17:05:53.0,2020-11-11 10:51:27.0,2020-11-05 17:05:54.0,,,,,0,,0,,13962871,,,,Right to Hire,1416294,2020-11-11 10:51:28.0,1,Other,0,,2020-11-05 17:04:00.0,1,,,,,1416294,1459591,,,2020-11-09,2020-11-23
29149845,,,,,12163992183577,2196789,26117720,,,2020-10-29 11:36:50.0,2020-11-11 10:51:42.0,2020-11-06 13:38:53.0,,,,,0,2020-11-10 14:00:00.0,1,America/Chicago,13962871,,,,Right to Hire,1416294,2020-11-11 10:51:43.0,1,Skills Not Strong Enough,0,,2020-10-29 11:36:00.0,1,,,,,1416294,1440691,,,2020-11-09,2020-11-23
29159810,,,,,12126538259420,2196789,26117720,,,2020-10-30 08:57:31.0,2020-11-11 10:52:37.0,2020-10-30 08:57:33.0,,,,,0,,0,,13963184,,,,Right to Hire,1416294,2020-11-11 10:52:38.0,1,Other,0,,2020-10-30 08:56:00.0,1,,,,,1416294,1459591,,,2020-11-09,2020-11-23
29195217,,,,,1174873234969,2488377,32229512,,,2020-11-04 11:19:29.0,2020-11-11 11:17:00.0,2020-11-04 11:19:31.0,,,,,0,,0,,14032100,,,,Direct Placement,1361364,2020-11-11 11:17:01.0,1,Resume rejected with no feedback,0,,2020-11-04 11:16:00.0,1,,,,,1419821,1419821,,,2020-11-09,2020-11-23
29233740,,,,,12100653134378,2488377,32235210,,,2020-11-09 16:29:30.0,2020-11-11 11:19:59.0,2020-11-09 16:29:33.0,,,,,0,,0,,13548782,,,,Direct Placement,1361364,2020-11-11 11:20:00.0,1,Candidate withdraw,0,,2020-11-09 16:28:00.0,1,,,,,1419821,1419821,,,2020-11-09,2020-11-23
29206767,,,,,12181729318260,5479554,26792215,,,2020-11-05 11:25:37.0,2020-11-11 11:27:49.0,2020-11-05 11:25:40.0,,,,,0,,0,,14027464,,,,Direct Placement,1394817,2020-11-11 11:27:50.0,1,Other,0,,2020-11-05 11:24:00.0,1,,,,,1394817,1457446,,,2020-11-09,2020-11-23
28895793,,,,,4651628681104,2192962,32693992,,,2020-09-29 17:41:00.0,2020-11-11 11:36:54.0,2020-09-29 17:41:02.0,,,,,0,,0,,13507187,,,,Contract,1096061,2020-11-11 11:36:56.0,1,Client has prior knowledge,0,,2020-09-29 17:39:00.0,1,,,,,1095632,1440874,,,2020-11-09,2020-11-23
29234519,,,,,4007802858451,5905533,32809281,,,2020-11-09 17:16:28.0,2020-11-11 11:38:09.0,2020-11-09 17:16:30.0,,,,,0,,0,,14049477,,,,Right to Hire,1361364,2020-11-11 11:38:10.0,1,Candidate withdraw,0,,2020-11-09 17:13:00.0,1,,,,,1445402,1445402,,,2020-11-09,2020-11-23
